,source,author,title,description,url,urlToImage,publishedAt,content
44,"{'id': 'business-insider-uk', 'name': 'Business Insider (UK)'}",John L. Dorman,John Legend: Americans may have to think about leaving if Trump wins - Business Insider,"In an interview with Cosmopolitan UK, John Legend opens up about the 2020 election, saying that he believes America ""is exhausted"" from Donald Trump.",http://uk.businessinsider.com/john-legend-trump-election-americans-leaving-country-democracy-chrissy-teigen-2020-9,https://i.insider.com/5f6f4a2e74fe5b0018a8da59?width=1200&format=jpeg,2020-09-26T16:41:47Z,"In an interview with Cosmopolitan UK, John Legend says that Americans may have to think about leaving the country if President Trump is reelected to a second term.
""Every once in a while you think a… [+2242 chars]"
45,"{'id': 'espn', 'name': 'ESPN'}",Andrea AdelsonESPN Senior Writer ,"Florida, Ole Miss football teams jointly take a knee to acknowledge unrest in country","Florida and Ole Miss agreed to jointly take a knee before kickoff Saturday to ""acknowledge the unrest in our country surrounding the treatment of African-Americans.""",http://espn.go.com/college-football/story/_/id/29976986/florida-ole-miss-football-teams-jointly-take-knee-acknowledge-unrest-country,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F0926%2Fr751505_1296x729_16%2D9.jpg,2020-09-26T16:41:00Z,"Florida and Ole Miss agreed to jointly take a knee before kickoff Saturday to ""acknowledge the unrest in our country surrounding the treatment of African-Americans.""
In a joint statement, the school… [+1234 chars]"
46,"{'id': 'google-news', 'name': 'Google News'}",Kaelan Deese,Thousands expected to turn out in Portland for Proud Boys rally | TheHill,Thousands of right-wing protesters from the Proud Boys group are expected to attend demonstration...,https://thehill.com/homenews/state-watch/518414-thousands-expected-to-turn-out-in-portland-for-proud-boys-rally,https://thehill.com/sites/default/files/proudboys_09262020_getty.jpg,2020-09-26T16:38:45+00:00,"Thousands of right-wing protesters from the Proud Boys group are expected to attend demonstrations in Portland, Ore., on Saturday in support of President Trump and his ""law and order"" reelection camp… [+2715 chars]"
47,"{'id': 'buzzfeed', 'name': 'Buzzfeed'}","[{""@type"":""Person"",""name"":""Mike Spohr"",""url"":""https://www.buzzfeed.com/mikespohr"",""jobTitle"":""BuzzFeed Staff""}]",16 Uninspiring Meals That People Had The Misfortune Of Eating,We had such high hopes for you!,https://www.buzzfeed.com/mikespohr/sad-meals,"https://img.buzzfeed.com/buzzfeed-static/static/2020-09/18/19/enhanced/0d00c66f0935/original-15072-1600458923-12.png?crop=1542:807;51,113%26downsize=1250:*",2020-09-26T16:37:30.8946313Z,We had such high hopes for you!
48,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}",,College Football,"Get the latest College Football news, photos, rankings, lists and more on Bleacher Report",https://bleacherreport.com/college-football?id=92620,https://static-assets.bleacherreport.net/img/br_630_height.png,2020-09-26T16:37:25.0835763Z,"Ralph D. Russo@ralphDrussoAPWhen you work for a news organization on football Saturdays you keep a keen eye on how many and when as far as the schedule goes.
Today 6 games involving ranked teams, in… [+81 chars]"
49,"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Clashes as police shut down Covid rules protest,Police and demonstrators injured as protest shut down in London over a failure to social distance.,http://www.bbc.co.uk/news/uk-54309603,https://ichef.bbci.co.uk/news/1024/branded_news/558F/production/_114630912_mediaitem114630911.jpg,2020-09-26T16:36:36Z,"Image copyrightPA Media
Police have clashed with demonstrators at a rally in London protesting the latest coronavirus restrictions.
Police officers used batons to control the crowd, after bottles a… [+3058 chars]"
50,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Lars Erik Taraldsen,Norway Warns of Forgotten Victims of Covid,"Norway’s Prime Minister Erna Solberg warned of a humanitarian and trade crisis if the roughly 800,000 seafarers stranded around the globe due to the coronavirus pandemic aren’t offered similar protections and rights to other essential workers.",https://www.bloomberg.com/news/articles/2020-09-26/norway-warns-of-forgotten-victims-of-covid-as-seafarers-stranded,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/izxWkrwNkzuI/v0/1200x800.jpg,2020-09-26T16:36:00+00:00,"Sign up here for our daily coronavirus newsletter on what you need to know, and 
subscribe to our Covid-19 podcast for the latest news and analysis.
Norway’s Prime Minister Erna Solberg warned of a… [+1501 chars]"
51,"{'id': 'breitbart-news', 'name': 'Breitbart News'}",Hannah Bleau,Poll: Majority of Likely Voters Don't Attribute California Wildfires to 'Climate Change',"A majority of likely voters across the country do not consider ""climate change"" the driving factor of catastrophic wildfires in the west.",http://www.breitbart.com/politics/2020/09/26/poll-majority-of-likely-voters-dont-attribute-california-wildfires-to-climate-change/,https://media.breitbart.com/media/2020/09/GettyImages-1182537925-640x335.jpg,2020-09-26T16:33:56Z,"A majority of likely voters across the country do not consider “climate change” the driving factor of catastrophic wildfires in the west, a Rasmussen Reports poll released Thursday showed.
The surve… [+3275 chars]"
52,"{'id': 'google-news', 'name': 'Google News'}",The Associated Press,Houston-area water may be tainted with brain-eating microbe,Texas officials have warned residents of some communities near Houston to stop using tap water because it may be tainted with a brain-eating microbe.,https://www.nbcnews.com/news/us-news/houston-area-water-may-be-tainted-brain-eating-microbe-n1241185,https://media4.s-nbcnews.com/j/newscms/2019_01/2705191/nbc-social-default_b6fa4fef0d31ca7e8bc7ff6d117ca9f4.nbcnews-fp-1200-630.png,2020-09-26T16:30:00+00:00,"LAKE JACKSON, Texas Texas officials have warned residents of some communities near Houston to stop using tap water because it may be tainted with a brain-eating microbe.
The Texas Commission on Envi… [+1543 chars]"
53,"{'id': 'cbs-news', 'name': 'CBS News'}",Sophie Lewis,Dax Shepard reveals he relapsed after 16 years of sobriety,"""I was just very scared and I felt very, very lonely,"" Shepard said during a candid episode of his podcast.",https://www.cbsnews.com/news/dax-shepard-relapsed-opioids-16-years-sober-armchair-expert-podcast/,https://cbsnews3.cbsistatic.com/hub/i/r/2020/09/26/32e8004e-1f6f-4760-8ad8-0aff98509c1c/thumbnail/1200x630/e1168ac192d0df9e01e45cb48c590456/gettyimages-1078346038.jpg,2020-09-26T16:29:35+00:00,"Dax Shepard revealed this week on his popular podcast, ""Armchair Expert,"" that he relapsed after 16 years of sobriety.
Shepard shared the unfiltered story of his struggle with the painkiller Vicodin… [+2475 chars]"
54,"{'id': 'business-insider', 'name': 'Business Insider'}",Yelena Dzhanova,A Seattle cop is under investigation after video shows him rolling his bike over a protester's head - Insider,"The officer, who has not been identified, has been placed on administrative leave, according to a statement from the Seattle Police Department.",https://www.insider.com/seattle-cop-investigated-after-video-rolling-bike-over-protesters-head-2020-9,https://i.insider.com/5f6f4f6974fe5b0018a8da65?width=1200&format=jpeg,2020-09-26T16:29:00Z,"A Seattle police officer is under investigation after a watchdog group reviewed a viral video on Twitter showing him riding over an injured protester's head with his bicycle, according to a statement… [+2456 chars]"
55,"{'id': 'business-insider-uk', 'name': 'Business Insider (UK)'}",Yelena Dzhanova,A Seattle cop is under investigation after video shows him rolling his bike over a protester's head - Insider,"The officer, who has not been identified, has been placed on administrative leave, according to a statement from the Seattle Police Department.",https://www.insider.com/seattle-cop-investigated-after-video-rolling-bike-over-protesters-head-2020-9,https://i.insider.com/5f6f4f6974fe5b0018a8da65?width=1200&format=jpeg,2020-09-26T16:29:00Z,"A Seattle police officer is under investigation after a watchdog group reviewed a viral video on Twitter showing him riding over an injured protester's head with his bicycle, according to a statement… [+2456 chars]"
56,"{'id': 'news24', 'name': 'News24'}",,Dominant Bulls lay down impressive marker as Jake White era starts,"Like a cricketer taking a net session almost too seriously, the Bulls ushered in their new era with a dominant victory over the Sharks in their Super Fan Saturday meeting.",https://www.news24.com/sport/Rugby/SuperRugby/dominant-bulls-lay-down-impressive-marker-as-jake-white-era-starts-20200926,https://cdn.24.co.za/files/Cms/General/d/10203/e27f7e9fc4f645c3bde01fcb244354bb.jpg,2020-09-26T16:27:56+00:00,"Like a cricketer who takes a net session almost too seriously, the Bulls ushered in the Jake White era with a dominant 49-28 victory over the Sharks in their Super Fan Saturday meeting at Loftus on S… [+3182 chars]"
57,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Sarah Perez,"This Week in Apps: Redesigning the iOS 14 home screen, app makers form 'fairness' coalition, latest on TikTok ban","Welcome back to This Week in Apps, the TechCrunch series that recaps the latest OS news, the applications they support and the money that flows through it all. The app industry is as hot as ever, with a record 204 billion downloads and $120 billion in consume…",https://techcrunch.com/2020/09/26/this-week-in-apps-redesigning-the-ios-14-home-screen-app-makers-form-fairness-coalition-latest-on-tiktok-ban/,https://techcrunch.com/wp-content/uploads/2020/02/this-week-in-apps-splash.png?w=753,2020-09-26T16:26:46Z,"Welcome back to This Week in Apps, the TechCrunch series that recaps the latest OS news, the applications they support and the money that flows through it all.
The app industry is as hot as ever, wi… [+17368 chars]"
58,"{'id': 'nbc-news', 'name': 'NBC News'}",Chris Fuchs,Chinese Americans look to new platforms as WeChat's future remains uncertain,Chinese Americans look to new platforms as WeChat's future remains uncertain.,https://www.nbcnews.com/news/asian-america/chinese-americans-look-new-platforms-wechat-s-future-remains-uncertain-n1241027,https://media4.s-nbcnews.com/j/newscms/2020_39/3414813/200924-wechat-ac-654p_13db73eba3e7a4be281f1a4c8c494e51.nbcnews-fp-1200-630.jpg,2020-09-26T16:26:24Z,"Back in April, when New York City was in the grips of COVID-19, Yuan Mingyue relied on WeChat to keep in touch with relatives in China, to check on their health and to share how things were in New Yo… [+4773 chars]"
59,"{'id': 'cbs-news', 'name': 'CBS News'}",CBS News,NASA astronaut to cast her ballot from 200 miles above Earth,"""If we can do it from space, then I believe folks can do it from the ground, too,"" Kate Rubins said.",https://www.cbsnews.com/news/nasa-astronaut-kate-rubins-to-vote-from-space/,https://cbsnews2.cbsistatic.com/hub/i/r/2020/09/26/e944b134-6ab1-4ec5-9718-1c5be7af3a62/thumbnail/1200x630g4/7bfa15043209ee0655dad6c9f96309ba/ap-20269663979100.jpg,2020-09-26T16:23:28+00:00,"NASA astronaut Kate Rubins said on Friday that she plans to cast her next vote from space – more than 200 miles above Earth. Rubins is just outside Moscow in Star City, Russia, preparing with two cos… [+1726 chars]"
60,"{'id': 'business-insider', 'name': 'Business Insider'}",Kimberly Leonard,These 18 cases could help a pro-Trump conservative Supreme Court weaken abortion rights - Business Insider,Red states and anti-abortion groups have for years tried to eliminate Roe v. Wade. Their chance has come now with a Supreme Court that's about to get more conservative.,http://www.businessinsider.com/rbg-abortion-rights-supreme-court-trump-roe-wade-nominee-2020-9,https://i.insider.com/5f6e8daa74fe5b0018a8da31?width=1200&format=jpeg,2020-09-26T16:22:02Z,"Roe v. Wade could soon be history.
Much of it anyway, as Republicans eye the real possibility of a 6-3 conservative majority Supreme Court that could rule in their favor in a myriad of anti-abortion… [+17866 chars]"
61,"{'id': 'business-insider-uk', 'name': 'Business Insider (UK)'}",Kimberly Leonard,These 18 cases could help a pro-Trump conservative Supreme Court weaken abortion rights - Business Insider,Red states and anti-abortion groups have for years tried to eliminate Roe v. Wade. Their chance has come now with a Supreme Court that's about to get more conservative.,http://uk.businessinsider.com/rbg-abortion-rights-supreme-court-trump-roe-wade-nominee-2020-9,https://i.insider.com/5f6e8daa74fe5b0018a8da31?width=1200&format=jpeg,2020-09-26T16:22:02Z,"Roe v. Wade could soon be history.
Much of it anyway, as Republicans eye the real possibility of a 6-3 conservative majority Supreme Court that could rule in their favor in a myriad of anti-abortion… [+17866 chars]"
62,"{'id': 'cbs-news', 'name': 'CBS News'}",CBS News,"Brain-eating amoeba may be in Houston-area tap water, health officials warn",Naegleria fowleri usually infects people when contaminated water enters the body through the nose.,https://www.cbsnews.com/news/brain-eating-amoeba-houston-area-tap-water-brazosport-water-authority/,https://cbsnews2.cbsistatic.com/hub/i/r/2020/09/26/f1e45bd8-2ff7-4273-845f-62482f001ec1/thumbnail/1200x630/bb3c3fc398a2c84a9e58ab8bf9ee7ca8/gettyimages-508890748.jpg,2020-09-26T16:18:41+00:00,Texas officials have warned residents of some communities near Houston to stop using tap water because it may be tainted with a brain-eating amoeba. The Texas Commission on Environmental Quality warn… [+2345 chars]
63,"{'id': 'breitbart-news', 'name': 'Breitbart News'}","Thomas D. Williams, Ph.D.",Mike Pompeo to Host Top Vatican Officials for Religious Freedom Event,The Vatican’s secretary of state will join U.S. Secretary of State Mike Pompeo for a high-level symposium on religious freedom.,http://www.breitbart.com/national-security/2020/09/26/mike-pompeo-host-top-vatican-officials-religious-freedom-symposium/,https://media.breitbart.com/media/2019/12/Pompeo-Gallagher-meeting-640x335.jpg,2020-09-26T16:17:51Z,"ROME The Vaticans secretary of state and foreign minister will join U.S. Secretary of State Mike Pompeo for a high-level symposium on international religious freedom on September 30.
The U.S. Embass… [+3639 chars]"
64,"{'id': 'breitbart-news', 'name': 'Breitbart News'}",Ian Hanchett,"Brooks: In 'Ideal World,' Presidents Should Be Able to Nominate Justices Whenever, But GOP 'Set a Standard'","On Friday's ""PBS NewsHour,"" New York Times columnist David Brooks stated that, ideally, presidents should be able to nominate justices to the Supreme | Clips",http://www.breitbart.com/clips/2020/09/26/brooks-in-ideal-world-presidents-should-be-able-to-nominate-justices-whenever-but-gop-set-a-standard/,https://media.breitbart.com/media/2019/02/Brooks29.jpg,2020-09-26T16:17:31Z,"On Friday’s “PBS NewsHour,” New York Times columnist David Brooks stated that, ideally, presidents should be able to nominate justices to the Supreme Court “until Inauguration Day.” And “in an ideal … [+999 chars]"
